|Unnamed: 0|Unnamed: 0.1|Unnamed: 0.1.1|Unnamed: 0.1.1.1|Unnamed: 0.1.1.1.1|Unnamed: 0.1.1.1.1.1|Unnamed: 0.1.1.1.1.1.1|Unnamed: 0.1.1.1.1.1.1.1|Unnamed: 0.1.1.1.1.1.1.1.1|Unnamed: 0.1.1.1.1.1.1.1.1.1|Model|Release date|Max resolution|Low resolution|Effective pixels|Zoom wide (W)|Zoom tele (T)|Normal focus range|Macro focus range|Storage included|Weight (inc. batteries)|Dimensions|Price
617|617|617|617|617|617|617|617|617|617|617|Olympus D-520 Zoom|2002.0|1600.0|1024.0|1.0|35.0|105.0|50.0|20.0|8.0|220.0|112.0|449.0
618|618|618|618|618|Allez au boulot ! :)|618|618|618|618|618|Olympus D-535 Zoom|2004.0|2048.0|1600.0|3.0|38.0|114.0|50.0|2.0|12.0|190.0|88.0|449.0
619|619|619|619|619|619|619|619|619|619|619|Olympus D-540 Zoom|2004.0|2048.0|1600.0|3.0|38.0|114.0|50.0|2.0|16.0|200.0|100.0|449.0
620|620|620|620|620|620|620|620|620|620|620|Olympus D-545 Zoom|2005.0|2288.0|1600.0||38.0|114.0|50.0|2.0|14.0|190.0|106.0|449.0
621|621|621|621|621|621|621|courage!!!|621|621|621|Olympus D-560 Zoom|2003.0|2048.0|1024.0|3.0|35.0|ù*ùfsfsf///|50.0|20.0|16.0|220.0|108.0|449.0
622|622|622|622|622|622|622|622|622|622|622|Olympus D-580 Zoom|2004.0|2288.0|1600.0|3.0||105.0|50.0|7.0|16.0|210.0|108.0|179.0
623|623|623|623|623|623|623|623|55555555555|623|623|Olympus D-595 Zoom|2005.0|2560.0|1600.0|4.0|38.0|114.0|50.0|2.0|14.0|190.0|105.0|449.0
624|624|624|624|624|624|624|624|624|624|624|Olympus D-600L|1997.0|None|640.0|1.0|36.0|110.0|ù*ùfsfsf///|30.0|4.0|0.0|115.0|1699.0
625|625|625|625|625|625|625|625|625|625|625|Olympus D-620L|1998.0|1280.0|640.0|1.0||110.0|60.0|30.0|8.0|520.0|115.0|1699.0
626|626|626|626|626|626|Allez au boulot ! :)|55555555555|626|626|626|Olympus D-630 Zoom|2005.0|None|1600.0|4.0|35.0|105.0|60.0|10.0|14.0|175.0|94.0|129.0
627|627|627|627|627|627|627|627|627|627|627|Olympus E-1|2003.0|2560.0|1600.0||0.0|0.0|0.0|0.0|hello|735.0|141.0|1699.0
628|628|628|628|628|628|628|628|628|628|628|Olympus E-10|2000.0|2240.0|1600.0|3.0|35.0|ù*ùfsfsf///|60.0|20.0|0.0|1190.0|129.0|1699.0
629|629|629|629|629|629|629|629|629|629|629|Olympus E-100 RS|2000.0|1368.0|1280.0|1.0|38.0|380.0|60.0|10.0|16.0|603.0|108.0|129.0
630|630|630|630|630|630|630|630|630|630|630|Olympus E-20|2001.0|None|1792.0|4.0|35.0|140.0|60.0|20.0|16.0|1190.0|129.0|1699.0
631|631|631|631|631|631|631|631|631|631|631|Allez au boulot ! :)|2007.0|3648.0|hello|10.0|0.0|0.0|0.0|0.0|0.0|800.0|142.0|1699.0
632|632|632|632|632|632|Allez au boulot ! :)|632|632|632|632|ù*ùfsfsf///|2004.0|None|3200.0|8.0|0.0|0.0|0.0|0.0|0.0|624.0|147.0|1699.0
633|633|633|633|633|633|Allez au boulot ! :)|633|633|633|633|Olympus E-330|2006.0|3136.0|2560.0|7.0|0.0|0.0|0.0|0.0|0.0|616.0|140.0|1699.0
634|634|634|634|634|634|634|634|Allez au boulot ! :)|634|634|Olympus E-400|2006.0|3648.0|3200.0|10.0|0.0|0.0|0.0|0.0|0.0|435.0|130.0|1699.0
635|635|635|635|635|Allez au boulot ! :)|635|635|635|635|635|Olympus E-410|2007.0|3648.0|3200.0|10.0|0.0|0.0|0.0|0.0|0.0|435.0|130.0|1699.0
636|636|636|636|636|Allez au boulot ! :)|636|636|636|636|636|Olympus E-500|hello|3264.0|hello||None|0.0|0.0|0.0|0.0|479.0|130.0|1699.0
637|637|637|637|637|637|637|637|637|637|637|Olympus E-510|2007.0|3648.0|3200.0|10.0|0.0|0.0|0.0|0.0|0.0|490.0|136.0|1699.0
638|638|638|638|638|638|638|638|638|638|638|Olympus FE-100|2005.0|2272.0|1600.0|ù*ùfsfsf///|35.0|106.0|50.0|5.0|28.0|160.0|88.0|129.0
639|639|639|639|639|639|639|639|639|639|Allez au boulot ! :)|ù*ùfsfsf///|hello|2560.0|1600.0|5.0|None|106.0|50.0|5.0|28.0|160.0|88.0|129.0
640|640|640|640|640|640|640|640|640|640|640|Olympus FE-115|2006.0|2560.0|1600.0||38.0|106.0|50.0|2.0|28.0|160.0|88.0|129.0
641|641|641|641|641|641|641|641|641|641|641|ù*ùfsfsf///|2005.0|2816.0|1600.0|6.0|38.0|114.0|50.0|5.0|14.0|160.0|106.0|129.0
642|642|642|642|642|642|642|642|642|642|642|Olympus FE-130|2006.0|2592.0|2048.0|5.0|38.0|114.0|10.0|5.0|22.0|160.0|96.0|129.0
643|643|643|643|643|643|643|643|courage!!!|643|643|Olympus FE-140|2006.0|2816.0|2048.0|6.0|38.0|114.0|10.0|5.0|22.0|160.0|96.0|129.0
644|644|644|644|644|644|644|644|644|644|644|Olympus FE-150|hello|2560.0|2048.0|5.0|32.0|96.0|50.0|6.0|9.0|175.0|90.0|129.0
645|645|645|645|645|645|645|645|645|645|645|Olympus FE-170|2006.0|2816.0|2048.0|6.0|38.0|114.0|0.0|0.0|10.0|175.0|90.0|129.0
646|646|646|646|646|646|646|646|Allez au boulot ! :)|646|646|Olympus FE-180|2006.0|2816.0|2048.0|||114.0|0.0|0.0|10.0|170.0|88.0|179.0
647|647|647|647|647|647|647|647|647|647|647|Olympus FE-190|2006.0|2816.0|2048.0|6.0|38.0|114.0|0.0|0.0|22.0|150.0|91.0|129.0
648|648|648|648|648|648|648|courage!!!|648|648|648|Olympus FE-200|hello|None|2048.0|6.0|28.0|140.0|0.0|0.0|24.0|195.0|98.0|129.0
649|649|649|649|649|649|649|649|649|Allez au boulot ! :)|649|Olympus FE-210|2007.0|3072.0|2048.0|7.0|38.0|ù*ùfsfsf///|60.0|10.0|9.0|175.0|90.0|129.0
650|650|650|650|650|650|650|650|650|650|Allez au boulot ! :)|Olympus FE-230|2007.0|3072.0|2048.0|7.0|38.0|114.0|60.0|10.0|20.0|145.0|91.0|129.0
651|651|651|651|651|651|651|651|651|651|651|Olympus FE-240|2007.0|None|2048.0|7.0|38.0|190.0|70.0|10.0|20.0|145.0|91.0|129.0
652|652|652|652|652|Allez au boulot ! :)|Allez au boulot ! :)|652|55555555555|652|652|Olympus FE-250|2007.0|3264.0|None|8.0|38.0|105.0|60.0|10.0|20.0|155.0|94.0|129.0
653|653|653|653|653|653|653|653|653|653|653|Olympus FE-270|2007.0|3072.0|2048.0|7.0|38.0|114.0|60.0|5.0|hello|122.0|90.0|129.0
654|654|654|654|654|654|654|654|654|654|654|Olympus FE-280|2007.0|None|None|8.0|36.0|108.0|60.0|5.0|48.0|108.0|92.0|179.0
655|655|655|655|655|655|Allez au boulot ! :)|655|655|655|655|Olympus FE-290|2007.0|3072.0|2048.0|7.0|28.0|112.0|40.0|5.0|6.0|142.0|98.0|129.0
656|656|656|656|656|Allez au boulot ! :)|656|656|656|656|656|Olympus FE-300|2007.0|4000.0|2048.0|12.0|None|105.0|60.0|10.0|48.0|115.0|94.0|129.0
657|657|657|657|657|657|657|courage!!!|657|657|657|Olympus IR-300|2005.0|2560.0|2048.0|4.0|38.0|114.0|50.0|5.0|15.0|160.0|99.0|129.0
658|658|658|658|658|658|658|658|658|658|658|Allez au boulot ! :)|2003.0|2048.0|1600.0|3.0|35.0|105.0|50.0|20.0|16.0|220.0|99.0|229.0
659|659|659|659|659|659|659|659|659|courage!!!|659|Olympus Stylus 400 |2003.0|2272.0|2048.0|3.0|35.0|105.0|50.0|20.0|16.0|220.0|99.0|229.0
660|660|660|660|660|660|660|660|660|660|660|Olympus SP-310|2005.0|3072.0|2592.0|7.0|38.0|114.0|20.0|5.0|32.0|230.0|100.0|449.0
661|661|661|661|661|661|661|661|661|661|661|Olympus SP-320|2006.0|3072.0|2592.0|7.0|38.0|114.0|20.0||25.0|230.0|100.0|449.0
662|662|662|662|662|662|662|662|Allez au boulot ! :)|662|662|Olympus SP-350|2005.0|3264.0|2592.0|8.0|38.0|114.0|20.0|5.0|hello|245.0|100.0|449.0
663|663|663|663|663|663|663|663|663|663|663|Olympus SP-500 UZ|2005.0|2816.0|2592.0|6.0|38.0|380.0|60.0|3.0|10.0|385.0|106.0|449.0
664|664|664|664|664|664|664|664|664|664|664|Olympus SP-510 UZ|2006.0|ù*ùfsfsf///|2560.0|7.0||380.0|60.0|3.0|0.0|410.0|106.0|449.0
665|665|665|665|665|665|665|665|665|665|665|Allez au boulot ! :)|2007.0|3072.0|-400.0|7.0|28.0|504.0|10.0|1.0|20.0|460.0|116.0|449.0
666|666|666|666|666|Allez au boulot ! :)|Allez au boulot ! :)|666|666|666|666|Olympus SP-560 UZ|2007.0|3264.0|None|8.0|27.0|486.0|10.0|1.0|47.0|365.0|116.0|449.0
667|667|667|667|667|667|667|667|667|667|667|Olympus SP-700|2005.0|2816.0|2288.0|6.0|None|114.0|30.0|10.0|11.0|180.0|98.0|449.0
668|668|668|668|668|668|668|668|668|Allez au boulot ! :)|668|Olympus Stylus 1000|2006.0|3648.0|2560.0|hello|35.0|105.0|60.0|10.0|0.0|195.0|97.0|229.0
669|669|669|669|669|669|Allez au boulot ! :)|669|669|669|669|Olympus Stylus 1200|2007.0|4000.0|3264.0|12.0||105.0|60.0|10.0|47.0|125.0|98.0|249.0
670|670|670|670|670|670|670|670|55555555555|670|670|Olympus Stylus 410 |2004.0|2272.0|2048.0|3.0|35.0|105.0|50.0|20.0|16.0|200.0|99.0|229.0
671|671|671|671|671|671|671|671|671|671|Allez au boulot ! :)|Olympus Stylus 500 |2004.0|2560.0|-400.0|4.0|35.0|105.0|50.0|7.0|32.0|200.0|99.0|229.0
672|672|672|672|672|672|672|672|672|672|Allez au boulot ! :)|ù*ùfsfsf///|2005.0|2816.0|2560.0|6.0|35.0|105.0|50.0||8.0|195.0|97.0|229.0
673|673|673|673|673|673|673|673|673|673|673|Olympus Stylus 700 |2006.0|3072.0|2560.0|||111.0|60.0|8.0|19.0|140.0|95.0|229.0
674|674|674|674|674|674|674|674|Allez au boulot ! :)|674|674|Olympus Stylus 720 SW |2006.0|3072.0|2560.0|7.0|37.0|111.0|60.0|8.0|19.0|190.0|95.0|299.0
675|675|675|675|675|675|675|675|675|Allez au boulot ! :)|675|Olympus Stylus 725 SW|2006.0|3072.0|2560.0|7.0|38.0|114.0|60.0|2.0|19.0|190.0|91.0|299.0
676|676|676|676|676|676|676|676|676|676|Allez au boulot ! :)|Olympus Stylus 730|2006.0|3072.0|2560.0|hello|38.0|114.0|50.0|7.0|22.0|190.0|96.0|229.0
677|677|677|677|677|677|677|677|677|677|677|Olympus Stylus 740|2006.0|3072.0|2560.0|7.0||180.0|70.0|3.0|17.0|160.0|96.0|229.0
678|678|678|678|678|678|678|678|678|678|678|Olympus Stylus 750|2006.0|3072.0|2560.0|7.0|36.0|180.0|70.0|3.0|17.0|170.0|96.0|229.0
679|679|679|679|679|679|679|courage!!!|679|679|679|Olympus Stylus 760|2007.0|3072.0|2560.0|7.0|37.0|111.0|60.0|8.0|18.0|160.0|99.0|229.0
680|680|680|680|680|680|680|680|680|680|680|Allez au boulot ! :)|2007.0|3072.0|2560.0|7.0|38.0|114.0|50.0|7.0|18.0|195.0|92.0|299.0
681|681|681|681|681|681|681|681|681|681|681|Olympus Stylus 780|2007.0|None|2560.0|7.0|36.0|180.0|70.0|3.0|18.0|195.0|100.0|299.0
682|682|682|682|682|682|682|682|682|682|682|Olympus Stylus 790 SW|2007.0|3072.0|2560.0|ù*ùfsfsf///|38.0|114.0|50.0||14.0|155.0|92.0|299.0
683|683|683|683|683|683|683|683|683|683|683|Olympus Stylus 800 |2005.0|3264.0|2560.0|hello|38.0|114.0|50.0|3.0|19.0|200.0|103.0|249.0
684|684|684|684|684|684|684|684|55555555555|684|684|Olympus Stylus 810 |2006.0|3264.0|2560.0|8.0|35.0|105.0|60.0|10.0|28.0|185.0|97.0|249.0
685|685|685|685|685|685|685|Allez au boulot ! :)|685|Allez au boulot ! :)|685|Olympus Stylus 820|hello|3264.0|2560.0|8.0|36.0|180.0|70.0|3.0|47.0|125.0|96.0|249.0
686|686|686|686|686|686|686|686|Allez au boulot ! :)|686|686|Olympus Stylus 830|2007.0|3248.0|2560.0|8.0|36.0|180.0|70.0|3.0|14.0|125.0|100.0|249.0
687|687|687|687|687|687|Allez au boulot ! :)|687|687|Allez au boulot ! :)|687|Olympus Stylus Verve |2004.0|2272.0|2048.0|3.0|35.0|70.0|ù*ùfsfsf///|8.0|16.0|165.0|95.0|229.0
688|688|688|688|688|688|688|688|55555555555|688|688|Olympus Stylus Verve  S|2005.0|2560.0|2048.0|4.0|35.0|70.0|50.0|8.0|16.0|165.0|95.0|299.0
689|689|689|689|689|689|689|689|689|689|689|Panasonic Lumix DMC-F7|2001.0|1600.0|800.0|1.0|35.0|70.0|50.0|10.0|8.0|200.0|104.0|1499.0
690|690|690|690|690|690|690|690|690|690|690|Panasonic Lumix DMC-FX01|2006.0|2816.0|2048.0|6.0|28.0|102.0|50.0|5.0|16.0|155.0|94.0|1499.0
691|691|691|691|691|691|691|691|691|691|691|Panasonic Lumix DMC-FX07|2006.0|3072.0|2560.0|7.0|28.0|102.0|50.0|5.0|0.0|170.0|94.0|1499.0
692|692|692|692|692|692|692|692|692|Allez au boulot ! :)|692|Panasonic Lumix DMC-FX1|2003.0|2048.0|1600.0|3.0|35.0|105.0|50.0|10.0|16.0|185.0|0.0|1499.0
693|693|693|693|693|693|693|693|693|693|693|Panasonic Lumix DMC-FX10|2007.0|2816.0|2048.0|6.0|35.0|105.0|50.0|5.0|27.0|155.0|94.0|1499.0
694|694|694|694|694|694|694|694|694|694|694|Panasonic Lumix DMC-FX100|2007.0||3264.0|12.0|28.0|100.0|50.0|5.0|27.0|150.0|54.0|1499.0
695|695|695|695|695|Allez au boulot ! :)|695|695|695|695|695|Allez au boulot ! :)|2007.0|3072.0|2560.0|7.0|35.0|105.0|50.0|5.0|27.0|155.0|94.0|1499.0
696|696|696|696|696|696|696|696|696|696|696|Panasonic Lumix DMC-FX2|2004.0|2304.0|1600.0|4.0|35.0|105.0|50.0|5.0|16.0|148.0|94.0|1499.0
697|697|697|697|697|697|697|697|697|697|697|Panasonic Lumix DMC-FX3|2006.0|2816.0|2048.0|6.0|35.0|105.0|50.0|5.0|13.0|165.0|94.0|299.0
698|698|698|698|698|698|698|698|Allez au boulot ! :)|698|698|Panasonic Lumix DMC-FX30|2007.0|3072.0|2560.0|7.0|28.0|100.0|50.0|5.0|27.0|162.0|95.0|299.0
699|699|699|699|699|699|699|699|699|699|699|Panasonic Lumix DMC-FX33|hello|3264.0|2560.0|8.0|None|100.0|50.0|5.0|27.0|154.0|95.0|299.0
700|700|700|700|700|700|700|700|700|Allez au boulot ! :)|700|Panasonic Lumix DMC-FX5|2003.0|2304.0|1600.0|4.0|35.0|105.0|50.0|10.0|16.0|185.0|0.0|1499.0
701|701|701|701|701|701|701|701|701|701|701|0|2006.0|3072.0|2560.0|hello|28.0|102.0|50.0|5.0|0.0|190.0|98.0|1499.0
702|702|702|702|702|702|702|702|702|702|702|Panasonic Lumix DMC-FX55|2007.0|3264.0|hello|8.0|28.0|100.0|50.0|5.0|27.0|165.0|95.0|1499.0
703|703|703|703|703|703|703|703|703|703|703|Panasonic Lumix DMC-FX7|2004.0|2560.0|2048.0|ù*ùfsfsf///|35.0|105.0|50.0|5.0|16.0|153.0|94.0|1499.0
704|704|704|704|704|704|Allez au boulot ! :)|704|704|704|704|Panasonic Lumix DMC-FX8|2005.0|2560.0|2560.0|5.0|35.0|ù*ùfsfsf///|ù*ùfsfsf///|5.0|16.0|155.0|94.0|1499.0
705|705|705|705|705|705|705|705|705|705|705|Panasonic Lumix DMC-FX9|2005.0|2816.0|2048.0|6.0|35.0|105.0|50.0|5.0|16.0|155.0|94.0|1499.0
706|706|706|706|706|Allez au boulot ! :)|706|706|706|706|706|Panasonic Lumix DMC-FZ1|2002.0|1600.0|1280.0|2.0|35.0|420.0|30.0|3.0|8.0|354.0|125.0|149.0
707|707|707|707|707|707|707|Allez au boulot ! :)|707|707|707|Panasonic Lumix DMC-FZ10|2003.0|2304.0|1600.0|4.0|None|420.0|30.0|5.0|16.0|550.0|87.0|149.0
708|708|708|708|708|708|708|708|Allez au boulot ! :)|708|708|Panasonic Lumix DMC-FZ18|2007.0|None|2560.0|8.0|28.0|504.0|30.0|1.0|27.0|407.0|118.0|149.0
709|709|709|709|709|709|709|709|709|709|709|Panasonic Lumix DMC-FZ2|hello|None|1280.0|2.0||420.0|30.0|5.0|0.0|350.0|114.0|149.0
710|710|710|710|710|710|710|710|710|710|710|Panasonic Lumix DMC-FZ20|2004.0|2560.0|2048.0|5.0|36.0|432.0|30.0|5.0|16.0|556.0|87.0|149.0
711|711|711|711|711|711|711|711|Allez au boulot ! :)|55555555555|711|ù*ùfsfsf///|2004.0|2016.0|1600.0|3.0|35.0|420.0|30.0|5.0|16.0|326.0|108.0|299.0
712|712|712|712|712|712|712|712|712|712|712|Panasonic Lumix DMC-FZ30|2005.0|3264.0|2560.0|ù*ùfsfsf///|35.0|420.0|30.0|5.0|32.0|740.0|141.0|299.0
713|713|713|713|713|713|713|713|713|713|713|Panasonic Lumix DMC-FZ4|hello|2304.0|1600.0|4.0|35.0|420.0|50.0|5.0|hello|326.0|102.0|149.0
714|714|714|714|714|714|714|714|714|714|714|Panasonic Lumix DMC-FZ5|2005.0|2560.0|2048.0|4.0|36.0|432.0|50.0|5.0|16.0|326.0|108.0|149.0
715|715|715|715|715|715|Allez au boulot ! :)|715|715|715|715|Panasonic Lumix DMC-FZ50|2006.0|3648.0|3264.0|10.0|35.0|420.0|ù*ùfsfsf///|5.0|32.0|734.0|141.0|149.0
716|716|716|716|716|716|716|716|716|716|716|Panasonic Lumix DMC-FZ7|2006.0|2816.0|2304.0|6.0|36.0|432.0|30.0|5.0|16.0|340.0|113.0|149.0
717|717|717|717|717|717|717|Allez au boulot ! :)|717|717|717|Allez au boulot ! :)|2007.0|3072.0|2560.0|7.0|36.0|432.0|ù*ùfsfsf///||27.0|340.0|113.0|149.0
718|718|718|718|718|718|718|718|718|718|718|Panasonic Lumix DMC-L1|2006.0|3136.0|2560.0|7.0|0.0|0.0|0.0|0.0|0.0|606.0|146.0|1499.0
719|719|719|719|719|719|719|719|719|Allez au boulot ! :)|719|Panasonic Lumix DMC-L10|2007.0|3648.0|2816.0|10.0|0.0|0.0|0.0|0.0|0.0|556.0|135.0|1499.0
720|720|720|720|720|720|720|55555555555|720|720|720|Panasonic Lumix DMC-LC1|2004.0|2560.0|None|4.0|28.0|90.0|30.0|30.0|16.0|705.0|135.0|1499.0
721|721|721|721|721|721|721|721|721|721|721|Panasonic Lumix DMC-LC20|2002.0|1600.0|1024.0|1.0|35.0|105.0|50.0|15.0|8.0|290.0|99.0|1499.0
722|722|722|722|722|722|722|722|722|722|722|Panasonic Lumix DMC-LC33|2003.0|None|1600.0|3.0|35.0|105.0|50.0|10.0|32.0|215.0|96.0|1499.0
723|723|723|723|723|723|723|723|723|723|723|Panasonic Lumix DMC-LC40|2002.0|2240.0|1600.0|3.0|33.0|100.0|30.0|6.0|hello|420.0|104.0|1499.0
724|724|724|724|724|724|724|724|Allez au boulot ! :)|724|724|Panasonic Lumix DMC-LC43|hello|2304.0|1600.0|4.0|35.0|105.0|50.0|10.0|32.0|215.0|96.0|1499.0
725|725|725|725|725|725|725|725|725|725|725|ù*ùfsfsf///||2240.0|1600.0|3.0|33.0|100.0|30.0|6.0|32.0|435.0|128.0|1499.0
726|726|726|726|726|726|726|726|726|726|726|Panasonic Lumix DMC-LC50|2004.0|2048.0|1600.0|3.0|35.0|105.0|50.0|10.0|16.0|210.0|65.0|1499.0
727|727|727|727|727|727|727|727|727|727|727|Panasonic Lumix DMC-LC70|2004.0|2304.0|1600.0||35.0|105.0|50.0|10.0|16.0|210.0|65.0|1499.0
728|728|728|728|728|728|Allez au boulot ! :)|728|728|728|728|Panasonic Lumix DMC-LC80|2004.0|2560.0|2048.0|4.0|None|105.0|50.0|10.0|16.0|207.0|88.0|1499.0
729|729|729|729|729|729|729|Allez au boulot ! :)|729|729|729|Panasonic Lumix DMC-LS1|2005.0|2304.0|1600.0|4.0|None|105.0|50.0|5.0|hello|188.0|94.0|1499.0
730|730|730|730|730|730|730|730|730|730|730|Panasonic Lumix DMC-LS2|2006.0|2560.0|2048.0|5.0|35.0|105.0|50.0|5.0|14.0|188.0|111.0|1499.0
731|731|731|731|731|731|731|731|731|731|731|Panasonic Lumix DMC-LS60|2007.0|2816.0|2048.0|6.0|35.0|105.0|50.0|5.0|27.0|188.0|94.0|149.0
732|732|732|732|732|732|732|732|732|732|732|Panasonic Lumix DMC-LS75|2007.0|3072.0|2560.0|7.0|35.0|105.0|50.0|5.0|27.0|188.0|94.0|1499.0
733|733|733|733|733|733|733|733|733|733|733|Panasonic Lumix DMC-LX1|2005.0|3840.0|3072.0|8.0|28.0|112.0|50.0|5.0|32.0|220.0|106.0|1499.0
734|734|734|734|734|734|734|734|734|734|734|ù*ùfsfsf///|2006.0|4224.0|3840.0|10.0|28.0|112.0|50.0|5.0|13.0|220.0|106.0|1499.0
735|735|735|735|735|735|735|735|735|735|735|Panasonic Lumix DMC-LZ1|2005.0|2304.0|1600.0|4.0||222.0|50.0|5.0|14.0|224.0|101.0|149.0
736|736|736|736|736|736|736|Allez au boulot ! :)|736|736|736|Panasonic Lumix DMC-LZ2|2005.0|2560.0|2048.0|5.0|37.0|222.0|50.0|5.0|14.0|224.0|101.0|149.0
737|737|737|737|737|737|737|737|737|737|737|Panasonic Lumix DMC-LZ3|2006.0|2560.0|2048.0|5.0|37.0|222.0|50.0|5.0|14.0|230.0|100.0|149.0
738|738|738|738|738|738|738|738|55555555555|738|738|Panasonic Lumix DMC-LZ5|2006.0|2816.0|2048.0|6.0|37.0|222.0|50.0|5.0|14.0|230.0|100.0|149.0
739|739|739|739|739|739|739|739|739|739|739|ù*ùfsfsf///|2007.0|3072.0|2560.0|7.0|37.0|222.0|50.0||27.0|230.0|99.0|149.0
740|740|740|740|740|740|Allez au boulot ! :)|740|740|Allez au boulot ! :)|740|ù*ùfsfsf///|2007.0|3072.0|2560.0|7.0|37.0|222.0|50.0|5.0|27.0|234.0|99.0|149.0
741|741|741|741|741|741|741|741|741|741|741|Panasonic Lumix DMC-TZ1|2006.0|2560.0|2048.0|4.0|35.0|350.0|40.0|5.0|13.0|250.0|112.0|299.0
742|742|742|742|742|742|742|742|742|742|742|0|2007.0|2816.0|2048.0|6.0|28.0|280.0|50.0|5.0|13.0|260.0|105.0|299.0
743|743|743|743|743|743|743|743|743|743|743|Panasonic Lumix DMC-TZ3|2007.0|3072.0|2560.0|7.0|28.0|280.0|ù*ùfsfsf///|5.0|13.0|280.0|105.0|299.0
744|744|744|744|744|744|744|744|744|744|744|Pentax EI-100|2001.0|1280.0|None|1.0||42.0|60.0|30.0|8.0|240.0|105.0|509.0
745|745|745|745|745|745|745|745|745|745|745|Pentax EI-200|2000.0|1600.0|800.0|1.0|34.0|108.0|50.0|10.0|16.0|390.0|128.0|509.0
746|746|746|746|746|746|746|746|746|746|746|ù*ùfsfsf///|hello|1600.0|800.0||34.0|108.0|50.0|10.0|16.0|630.0|144.0|509.0
747|747|747|747|747|747|747|747|747|747|747|Pentax *ist D|2003.0|3008.0|2400.0|6.0|0.0|0.0|0.0|0.0|0.0|650.0|129.0|799.0
748|748|748|748|748|748|748|748|748|748|748|Pentax *ist DL|2005.0|None|2400.0|6.0|0.0|0.0|ù*ùfsfsf///|0.0|0.0|565.0|125.0|799.0
749|749|749|749|749|749|749|749|749|749|749|ù*ùfsfsf///|2006.0|3008.0|2400.0|6.0|0.0|0.0|0.0|0.0|0.0|565.0|125.0|799.0
750|750|750|750|750|750|750|750|750|750|750|Pentax *ist DS|2004.0|3008.0|2400.0|6.0||0.0|0.0|0.0|0.0|605.0|125.0|799.0
751|751|751|751|751|751|751|751|751|Allez au boulot ! :)|751|Pentax *ist DS2|2005.0|3008.0|2400.0|hello|0.0|ù*ùfsfsf///|0.0|0.0|0.0|605.0|125.0|799.0
752|752|752|752|752|752|Allez au boulot ! :)|752|752|752|752|Allez au boulot ! :)|2006.0|None|2400.0|6.0|0.0|0.0|0.0|0.0|0.0|660.0|129.0|509.0
753|753|753|753|753|753|753|753|753|753|753|Pentax K100D Super|2007.0|3008.0|2400.0|6.0|0.0|0.0|0.0|0.0|0.0|646.0|129.0|509.0
754|754|754|754|754|754|754|754|754|754|754|Pentax K10D|2006.0|3872.0|3008.0|10.0||0.0|0.0|0.0|0.0|793.0|142.0|799.0
755|755|755|755|755|755|755|755|755|755|755|Pentax K110D|hello|3008.0|2400.0|6.0|0.0|0.0|0.0|0.0|0.0|585.0|129.0|509.0
756|756|756|756|756|756|Allez au boulot ! :)|756|756|756|756|Pentax Optio 230|2002.0|1600.0|1024.0|1.0|38.0|114.0|50.0|10.0|16.0|230.0|104.0|269.0
757|757|757|757|757|757|757|757|757|757|757|Pentax Optio 30|2004.0|2048.0|1600.0||38.0|114.0|50.0|2.0|16.0|180.0|94.0|149.0
758|758|758|758|758|758|758|758|758|758|758|Pentax Optio 330|2001.0|None|1024.0|3.0|None|ù*ùfsfsf///|40.0|14.0|16.0|240.0|92.0|269.0
759|759|759|759|759|759|759|759|759|759|759|Pentax Optio 330GS||2048.0|1600.0|3.0|38.0|114.0|4.0|5.0|16.0|230.0|104.0|269.0
760|760|760|760|760|760|760|760|760|760|760|Pentax Optio 330RS|2002.0|2048.0|1024.0|3.0|37.0|111.0|40.0|14.0|16.0|240.0|92.0|269.0
761|761|761|761|761|761|761|761|761|761|761|Pentax Optio 33L|2003.0|2048.0|1600.0|3.0|38.0|114.0|40.0|10.0|16.0|225.0|105.0|269.0
762|762|762|762|762|762|762|762|762|762|762|Pentax Optio 33LF|2003.0|2048.0|1600.0|3.0|38.0|114.0|40.0|10.0|12.0|225.0|109.0|269.0
763|763|763|763|763|763|763|763|763|763|Allez au boulot ! :)|Pentax Optio 33WR|2003.0|2048.0|1600.0|3.0|37.0|104.0|30.0|1.0|16.0|208.0|82.0|269.0
764|764|764|764|764|764|764|764|764|Allez au boulot ! :)|764|Pentax Optio 430|2001.0|None|1120.0|3.0|37.0|111.0|40.0|14.0|16.0|240.0|92.0|269.0
765|765|765|765|765|765|765|765|765|765|765|Pentax Optio 430RS|2002.0|2240.0|1120.0|3.0|37.0|111.0|40.0|14.0|16.0|240.0|92.0|269.0
766|766|766|766|766|766|766|766|766|766|766|Pentax Optio 43WR|2004.0|2288.0|1600.0|3.0|37.0|104.0|30.0|1.0|16.0|200.0|82.0|269.0
767|767|767|767|767|767|767|767|767|767|767|Pentax Optio 450|2003.0||None|3.0|37.0|187.0|ù*ùfsfsf///|2.0|16.0|250.0|100.0|149.0
768|768|768|768|768|768|768|768|768|768|768|Pentax Optio 50|2005.0|2560.0|hello|4.0|None|96.0|50.0|6.0|12.0|180.0|91.0|149.0
769|769|769|769|769|769|769|769|769|769|769|Pentax Optio 550|2003.0|2592.0|2048.0|5.0|37.0|187.0|60.0||16.0|250.0|100.0|149.0
770|770|770|770|770|770|770|770|770|770|770|Pentax Optio 555|2003.0|2592.0|2048.0|5.0|37.0|187.0|60.0|2.0|16.0|250.0|100.0|149.0
